name,type,city,internship_open,paid,monthly_stipend_eur,response_status,address,source_url,last_checked,notes,lat,lon,loc
Clean Clothes Campaign / Stichting Schone Kleren Kampagne,NGO,Brussels,unknown,unknown,,classified,"Rue d'Edimbourg 26, 1050 Brussels",http://www.cleanclothes.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.816919,4.380652,approx
Nordic Logistics Association,trade association,Brussels,unknown,unknown,,classified,"Avenue des Arts 50, 1000 Brussels",http://www.nla.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845314,4.375282,approx
Fur Europe AISBL,trade association,Brussels,unknown,unknown,,classified,"Square Ambiorix 10, 1000 Brussels",https://www.sustainablefur.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847644,4.363324,approx
European Tax Adviser Federation,trade union,Brussels,unknown,unknown,,classified,"Rue Montoyer, 25, 1000 Brussels",http://www.etaf.tax,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843575,4.3611,approx
Federation of European Tank Storage Associations,trade association,Brussels,unknown,unknown,,classified,"Rue Abbe Cuypers 3, B-1040 Brussels",http://www.fetsa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
SGI Europe,NGO,Brussels,unknown,unknown,,classified,"Rue des Deux Eglises, 26 bte 5, 1000 Brussels",https://sgieurope.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.85161,4.370688,approx
International Federation of Film Distributors' and Publishers' Associations,trade association,Brussels,unknown,unknown,,classified,"Residence Palace155, 1040 Brussels",http://www.fiad.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834014,4.38795,approx
Volvo Car Corporation AB,company,Brussels,unknown,unknown,,classified,"Rue Belliard 40Spaces, 1000 Brussels",https://volvocars.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84679,4.359545,approx
Data & Technology For Compliance Alliance,trade association,Brussels,unknown,unknown,,classified,"Avenue Marnix, 28, 1000 Brussels",https://dt4calliance.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845375,4.365329,approx
Community Media Forum Europe,NGO,Brussels,unknown,unknown,,classified,"Rue de la Colonne 1A,, 1080 Brussels",http://www.cmfe.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.852855,4.317929,approx
Jesuit European Social Centre,religious,Brussels,unknown,unknown,,classified,"Chaussée de Wavre, 205, 1050 Brussels",http://www.jesc.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.822604,4.371911,approx
Max-Planck-Gesellschaft zur Förderung der Wissenschaften,think tank,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh 116, 1000 Brussels",http://www.mpg.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846356,4.364463,approx
"CaixaBank, S.A.",company,Brussels,unknown,unknown,,classified,"Rue Marie Thérèse, 11, 1000 Brussels",http://www.caixabank.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844357,4.372377,approx
SME Connect,public/mixed,Brussels,unknown,unknown,,classified,"Rue d`Arlon 46, 1000 Brussels",https://www.smeconnect.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846268,4.360688,approx
Counter Balance,NGO,Brussels,unknown,unknown,,classified,"26 rue d'Edimbourg, 1050 Brussels",http://www.counter-balance.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.817806,4.378125,approx
TIM S.p.A.,company,Brussels,unknown,unknown,,classified,"Avenue des Arts 6, 1210 Brussels",https://www.gruppotim.it/en.html,2026-07,EU Transparency Register; location approximate (postcode-level).,50.855561,4.362152,approx
European Cleaning and Facility Services Industry,trade association,Brussels,unknown,unknown,,classified,"Rue Defacqz 52, 1050 Brussels",https://www.efci.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.817839,4.376153,approx
Association of European Coeliac Societies,trade union,Brussels,unknown,unknown,,classified,"4, Rue de la Presse 3, 1000 Brussels",http://www.aoecs.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850763,4.360943,approx
Bundesgremium der Handelsagenten,trade association,Brussels,unknown,unknown,,classified,"EU-Büro der Wirtschaftskammer Österreich Ständige VertretungAvenue de Cortenbergh 30, 1040 Brussels",https://www.wko.at/oe/handel/handelsagenten/start,2026-07,EU Transparency Register; location approximate (postcode-level).,50.833313,4.395116,approx
Capital International Management Company,company,Brussels,unknown,unknown,,classified,"Avenue Louis Gribaumont 87, 1200 Brussels",http://thecapitalgroup.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849783,4.426171,approx
SCOPE Europe (Self and Co-Regulation for an Optimized Policy Environment in Europe),think tank,Brussels,unknown,unknown,,classified,"Rue de la Science 37, 1040 Brussels",https://scope-europe.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.837911,4.387151,approx
The International Motor Vehicle Inspection Committee,NGO,Brussels,unknown,unknown,,classified,"Rue du Commerce 123CITA, 1000 Brussels",http://www.citainsp.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843623,4.365413,approx
European Wax Federation,trade association,Brussels,unknown,unknown,,classified,"Avenue des Nerviens 85, B-1040 Brussels",http://www.wax.org,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
PensioPlus,trade association,Brussels,unknown,unknown,,classified,"Bolwerklaan 21 box5, 1210 Brussels",http://www.pensioplus.be,2026-07,EU Transparency Register; location approximate (postcode-level).,50.855687,4.37185,approx
Fédération Européenne des Fabricants d'Aliments Composés,trade association,Brussels,unknown,unknown,,classified,"Rue de la Loi, 223/3, 1040 Brussels",https://fefac.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.832084,4.397775,approx
Bundesarchitektenkammer e.V.,trade union,Brussels,unknown,unknown,,classified,"Avenue de Nerviens 85, 1040 Brussels",http://www.bak.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.832698,4.394757,approx
Leaseurope,trade association,Brussels,unknown,unknown,,classified,"Boulevard Louis Schmidt, 87, 1040 Brussels",http://www.leaseurope.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.835286,4.387146,approx
Promote Ukraine,NGO,Brussels,unknown,unknown,,classified,"Rue de la Loi 26, 1000 Brussels",http://www.promoteukraine.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844333,4.362817,approx
International Flight Services Association,trade association,Brussels,unknown,unknown,,classified,"Avenue de Tervueren 188aPostbox 4, 1150 Brussels",https://ifsa.apex.aero/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834671,4.443089,approx
TransnetBW GmbH,company,Brussels,unknown,unknown,,classified,"TransnetBW GmbHRue Belliard 40, 1040 Brussels",http://www.transnetbw.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.833592,4.386546,approx
European Sustainable Investment Forum,NGO,Brussels,unknown,unknown,,classified,"Avenue des Arts 47, 1000 Brussels",http://www.eurosif.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84695,4.370351,approx
Polyolefin Circular Economy Platform,trade association,Brussels,unknown,unknown,,classified,"Avenue Marnix 30bte 14, 1000 Brussels",http://pcep.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84989,4.372199,approx
Radisson Hotel Group,company,Brussels,unknown,unknown,,classified,"Avenue du Bourget 44, 1130 Brussels",https://www.radissonhotels.com/en-us/corporate,2026-07,EU Transparency Register; location approximate (postcode-level).,50.892634,4.424316,approx
SMEunited aisbl,trade association,Brussels,unknown,unknown,,classified,"Rue Jacques de Lalaingstraat 4, 1040 Brussels",http://www.smeunited.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83497,4.398432,approx
International Air Transport Association,trade association,Brussels,unknown,unknown,,classified,"Rue du Trône 60, 1050 Brussels",http://www.iata.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.823373,4.382099,approx
European Association of the Electricity Transmission and Distribution Equipment and Services Industry,trade association,Brussels,unknown,unknown,,classified,"Avenue Des Arts 56, 1000 Brussels",http://www.tdeurope.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847551,4.362019,approx
Institut de Recherche pour le Développement,think tank,Brussels,unknown,unknown,,classified,"100 rue du Trône, 1050 Brussels",http://ird.fr,2026-07,EU Transparency Register; location approximate (postcode-level).,50.825877,4.377202,approx
Lumina,consultancy,Brussels,unknown,unknown,,classified,"Rue d'Oultremont, 34, 1040 Brussels",http://www.luminaconsult.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836285,4.393019,approx
European Infrared Heating Alliance,trade association,Brussels,unknown,unknown,,classified,"Rue Belliard 12, 1040 Brussels",https://eiha-infrared.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.831874,4.385329,approx
Mediterranean Development Initiative,NGO,Brussels,unknown,unknown,,classified,"Avenue Louise 251/4, 1050 Brussels",https://mdi-international.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.824033,4.381616,approx
GAZ-SYSTEM S.A.,company,Brussels,unknown,unknown,,classified,"BLV. Saint Michel 47, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.820382,4.374967,approx
Xerox Holdings Corporation,company,Brussels,unknown,unknown,,classified,"90 rue des Mélèzes, 1050 Brussels",https://www.xerox.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.817395,4.376042,approx
Confédération Européenne de l’Industrie de la Chaussure,trade association,Brussels,unknown,unknown,,classified,"Square de Meeûs nº37, 1000 Brussels",http://www.cec-footwearindustry.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845286,4.374897,approx
European Rental Association,trade association,Brussels,unknown,unknown,,classified,"Avenue de Tervueren 188A, 1150 Brussels",http://www.erarental.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.831816,4.433872,approx
ExportUSA ASBL,public authority,Brussels,unknown,unknown,,classified,"Legal Address Rue Van Eyck, 22, 1060 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.82928,4.340942,approx
Small and Medium Entrepreneurs of Europe,NGO,Brussels,unknown,unknown,,classified,"Rue d'Arlon 46, 1000 Brussels",http://www.smeeurope.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.841018,4.366047,approx
Confederation of Danish Employers,trade association,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh 168, 1000 Brussels",https://www.da.dk/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843134,4.364542,approx
European Council of the Liberal Professions,trade union,Brussels,unknown,unknown,,classified,"Rue Saint-Georges 32, 1050 Brussels",https://ceplis.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.82492,4.37755,approx
EUROPEAN APPAREL AND TEXTILE CONFEDERATION,trade association,Brussels,unknown,unknown,,classified,"RUE BELLIARD 40BOX 2, 1040 Brussels",http://www.euratex.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.835845,4.391566,approx
Airlines for Europe,trade association,Brussels,unknown,unknown,,classified,"Rond-Point Schuman 6, 1040 Brussels",http://www.a4e.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.829606,4.387752,approx
European Organisation of Military Associations and Trade Unions,NGO,Brussels,unknown,unknown,,classified,"Boulevard du Jardin Botanique 206th Floor ITUH, 1000 Brussels",http://www.euromil.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84425,4.366405,approx
Liquid Gas Europe,trade association,Brussels,unknown,unknown,,classified,"Rue d'Arlon80, 1040 Brussels",http://www.liquidgaseurope.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.838697,4.387758,approx
European Forum of technical and Vocational Education and Training,NGO,Brussels,unknown,unknown,,classified,"Rue d'Arlon, 40, 1000 Brussels",http://www.efvet.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84343,4.364155,approx
Bridge EU,NGO,Brussels,unknown,unknown,,classified,"20/3 Rue Michel Zwaab, 1080 Brussels",https://www.bridge-eu.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.855374,4.314163,approx
European Policy Information Center,think tank,Brussels,unknown,unknown,,classified,"EPICENTERThe Library Ambiorix, 1000 Brussels",http://www.epicenternetwork.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850439,4.365799,approx
European Pump Manufacturers Association,trade association,Brussels,unknown,unknown,,classified,"Arts 56Avenue des Arts 56, 1000 Brussels",http://www.europump.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844502,4.368134,approx
